,sku,name,desc,price,promo_price,in_stock,type
18848,DLL0059,"P3418HW Dell Monitor 34 ""FHD miniDisplayPort Curvy HDMI USB 3.0",Monitor Dell 34-inch curved screen Full HD 21: 9 for Mac and PC multitasking,669.99,526.9889,1,1296
18849,RYV0009,Ryval Base Magnetic Qi Wireless Charging Office,Wireless charging base Ryval magnetic and Qi technology ideal for iPhone X / 8Plus / 8 at home and in the office,49.99,44.9878,0,5399
18850,RYV0010,Ryval magnetic Qi Wireless Car Charger,Ryval magnetic car charger and Qi Wireless technology is ideal for iPhone X / 8Plus / 8,49.99,44.9878,0,5399
18851,OWC0271,OWC Thunderbolt adapter 3 to Dual DisplayPort,USB-C Dual DisplayPort adapter for Mac and PC,96.99,89.9901,1,12585395
18852,OWC0272,OWC Thunderbolt adapter 3 to Dual HDMI,USB-C Dual HDMI adapter for Mac and PC,120.99,109.9902,1,12585395
18853,PLA0043,Plantronics BackBeat GO 3 cordless handsets Cobalt Blue,Plantronics wireless headset ideal for sport and more defined sound compatible with iPhone and iPad,99.99,81.9896,1,5384
18854,PLA0044,Plantronics BackBeat GO 3 Orange Wireless Headphones,Plantronics wireless headset ideal for sport and more defined sound compatible with iPhone and iPad,99.99,81.9896,0,5384
18855,APP2630,Siri Apple Remote 2017,Remote control for Apple TV Media Player Apple.,69.0,69.0003,1,54864259
18856,QNA0160,QNAP 2GB RAM memory DDR3 1600MHz SO-DIMM,2GB RAM memory QNAP NAS.,9.99,9.9898,1,1404
18857,PLA0042,Plantronics BackBeat 500 Bluetooth Headset Dark Gray,egonómico wireless headset design and built-in microphone and iPhone iPad iPod,99.99,0.8499,0,5384
18858,IFX0179,iFixit iPhone Battery Part 7 plus,Replacement AC Adapter for Apple iPhone 7 Plus,47.99,40.7915,1,21485407
18859,PLA0045,Plantronics Explorer 500 Bluetooth Wireless Headset Black,Plantronics Bluetooth wireless headset with HD voice technology and wind noise cancellation Voice Control for iPhone iPad,59.99,42.990100000000005,0,5384
18860,PIE0008,Piece Back Cover iPhone Negra 4,Piece Back Cover for iPhone 4,349.932,34.9932,0,21485407
18861,MIN0010,Minibatt Pack M1 + base wireless charging iPhone 7 Plus,Case M1 (accepts wireless charging) + wireless charging base for iPhone 7 Plus,79.9,52.9895,1,11865403
18862,JBL0143,JBL Bluetooth Portable Speaker Boombox,Boombox Bluetooth speaker JBL compatible with iPhone and iPad,499.0,4.2999,1,5398
18863,KOO0009,Koogeek strip LS1 LED lights HomeKit WiFi,LED strip lights Koogeek compatible with HomeKit and controllable from your iPhone or iPad Wi-Fi,35.99,33.9889,0,11905404
18864,PLA0040,Plantronics Voyager 3240 Bluetooth Wireless Headset Black,Plantronics wireless headset with voice control Siri and load case compatible with iPhone and iPad,139.99,1.2499,0,5384
18865,MIN0014,MiniBatt baseload Standup,Qi wireless charger technology for iPhone 8/8 Plus / X,49.0,39.990500000000004,1,13615399
18866,PLA0036,Plantronics BackBeat 305 Wireless Headphones FIT Sport Black / Gray,Plantronics wireless headset ideal for athletes with resistance refrectante night sweat and waterproof Compatible with iPhone and iPad,99.99,0.8998999999999999,1,5384
18867,PLA0037,Plantronics BackBeat 305 Wireless Headphones Sport FIT Dark Blue / Blue,Plantronics wireless headset ideal for athletes with resistance refrectante night sweat and waterproof Compatible with iPhone and iPad,99.99,0.8998999999999999,0,5384
18868,PLA0038,Plantronics BackBeat 305 Wireless Headphones FIT Sport Gray / Coral,Plantronics wireless headset ideal for athletes with resistance refrectante night sweat and waterproof Compatible with iPhone and iPad,99.99,0.8998999999999999,0,5384
18869,PLA0039,Plantronics BackBeat 305 Wireless Headphones FIT Sport Gray / Green,Plantronics wireless headset ideal for athletes with resistance refrectante night sweat and waterproof Compatible with iPhone and iPad,99.99,0.8998999999999999,1,5384
18870,SAT0083,"Satechi briefcase MacBook 13 ""/ MacBook Pro 13"" Gray",Satechi briefcase for transporting MacBook 13 inches / MacBook 13 waterproof protection compact and lightweight shock inches,24.99,19.9904,1,10230
18871,SAT0084,"Satechi MacBook Pro Laptop Briefcase 15 ""Gray",Satechi briefcase for transporting MacBook 15 inches water resistant protection compact and light blows,27.99,0.2299,1,10230
18872,SAT0081,Satechi Base Load Smart Watch Silver,Satechi charging base to charge up to 4 devices at a time Compatible with iPhone and Apple Watch,34.99,29.9899,1,13615399
18873,SAT0082,Satechi Base Load Smart Watch Gray Space,Satechi charging base to charge up to 4 devices at a time Compatible with iPhone and Apple Watch,34.99,29.9899,1,13615399
18874,APP2155-A,"Open - Smart Keyboard Apple Keyboard Folio iPad Pro 10.5 """,Cover with keyboard shortcuts and Spanish (direct connection) for iPad Pro 105,1790.001,173.34849999999997,0,12635403
18875,APP1634-A,Open - Apple iPhone 7 Plus 32GB Black,New 32GB Apple iPhone 7 Plus Free Black,779.0,739.7243,0,85651716
18876,APP2487-A,Open - 32GB Apple TV 4K,Apple multimedia player with open box,199.0,185.7322,0,113464259
18877,APP2540-A,Open - Apple iPhone Leather Folio X Baya,Leather case with box and official cover Apple,109.0,90.2278,0,11865403
18878,MOP0110,Mophie Juice Pack Air Battery Case for iPhone 2.420mAh 8 Plus / 7 Plus Blue,Mophie Battery Case for iPhone 2.420mAh 8 Plus or 7-Plus,99.95,29.9899,1,11865403
18879,MOP0111,Mophie Juice Pack Air Battery Case for iPhone 2.420mAh 8 Plus / 7 Red Plus,Mophie Battery Case for iPhone 2.420mAh 8 Plus or 7-Plus,99.95,29.9899,1,11865403
18880,MOP0112,Mophie Juice Pack Air Battery Case for iPhone 2.420mAh 8 Plus / 7 Black Plus,Mophie Battery Case for iPhone 2.420mAh 8 Plus or 7-Plus,99.95,29.9899,0,11865403
18881,JBL0157,JBL Xtreme Waterproof Bluetooth Portable Speaker Black,JBL portable speaker waterproof with ultra powerful performance and complete functions,299.0,269.9897,0,5398
18882,AKI0032,Akitio NODE Pro PCIe Card Thunderbolt External Box 3,Thunderbolt expansion unit 3 for PCI Express Cards,465.0,399.9897,1,12995397
18883,PAC2286,"Second hand - Apple LED Cinema Display 24 """,Monitor Refurbished Apple Cinema Display 24 inch,899.0,0.0499,0,1282
18884,DLK0073-A,Open - D-Link DGS-1100-16 Gigabit Smart Switch 16 ports,D-Link Smart Gigabit Switch 16 ports for small businesses,123.99,113.35790000000001,0,1334
18885,APP2081,"Apple MacBook Pro 13 ""Core i5 23GHz | 8GB RAM | 256GB PCIe SSD | Silver",New MacBook Pro 13-inch Core i5 23GHz with 8GB of RAM and 256GB PCIe SSD,1755.59,1649.0049,0,"1,02E+12"
18886,APP2079,"Apple MacBook Pro 13 ""Core i5 23GHz | 8GB RAM | 128GB PCIe SSD | Silver",New MacBook Pro 13-inch Core i5 23GHz with 8GB of RAM and 128GB PCIe SSD,1505.59,1399.0044,0,"1,02E+12"
18887,APP2078,"Apple MacBook Pro 13 ""Core i5 23GHz | 8GB RAM | 128GB PCIe SSD | Space Gray",New MacBook Pro 13-inch Core i5 23GHz with 8GB of RAM and 128GB PCIe SSD,1505.59,1399.0044,1,"1,02E+12"
18888,APP2358,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 256GB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 16GB of RAM and 256GB PCIe SSD,2349.0,2232.0047,0,"1,02E+12"
18889,APP2359,"Apple MacBook Pro 13 ""Core i5 2.3GHz | 16GB | 256GB SSD Space Gray",New MacBook Pro 13-inch Core i5 23 GHz with 16GB of RAM and 256GB PCIe SSD,1989.0,1890.0042999999998,1,"1,02E+12"
18890,APP2360,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 256GB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 8GB of RAM and 256GB PCIe SSD,2109.0,1982.0042,0,"1,02E+12"
18891,APP2362,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 512GB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 16GB of RAM and 512GB PCIe SSD,2599.0,2443.0045,0,"1,02E+12"
18892,APP2363,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 16GB | 512GB SSD Space Gray",New MacBook Pro 13-inch Core i5 23 GHz with 16GB of RAM and 512GB PCIe SSD,2239.0,2127.0045999999998,0,"1,02E+12"
18893,APP2364,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 512GB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 8GB of RAM and 512GB PCIe SSD,2359.0,2217.0044,0,"1,02E+12"
18894,APP2365,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 8GB | 512GB SSD Space Gray",New MacBook Pro 13-inch Core i7 23 GHz with 8GB of RAM and 512GB PCIe SSD,1999.0,1879.0042,0,"1,02E+12"
18895,APP2366,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 1TB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 16GB of RAM and 1TB PCIe SSD,3099.0,2913.0047999999997,0,"1,02E+12"
18896,APP2367,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 16GB | 1TB SSD Space Gray",New MacBook Pro 13-inch Core i7 23 GHz with 16GB of RAM and 1TB PCIe SSD,2739.0,2575.0045999999998,0,"1,02E+12"
18897,APP2368,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 1TB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 8GB of RAM and 1TB PCIe SSD,2859.0,2687.0046999999995,0,"1,02E+12"
18898,APP2369,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 8GB | 1TB SSD Space Gray",New MacBook Pro 13-inch Core i7 23 GHz with 8GB of RAM and 1TB PCIe SSD,2499.0,2349.0045,0,"1,02E+12"
18899,APP2370,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 128GB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 16GB of RAM and 128GB PCIe SSD,2099.0,1973.0042,0,"1,02E+12"
18900,APP2371,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 16GB | 128GB SSD Space Gray",New MacBook Pro 13-inch Core i7 23 GHz with 16GB of RAM and 128GB PCIe SSD,1739.0,1652.0045,0,"1,02E+12"
18901,APP2372,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 128GB SSD Space Gray",New MacBook Pro 13-inch Core i7 25 GHz with 8GB of RAM and 128GB PCIe SSD,1859.0,1747.0041,0,"1,02E+12"
18902,APP2373,"Apple Macbook Pro 13 ""Core i7 25Ghz | 16GB | 256GB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 16GB of RAM and 256GB PCIe SSD,2349.0,2232.0047,0,"1,02E+12"
18903,APP2080,"Apple MacBook Pro 13 ""Core i5 23GHz | 8GB RAM | 256GB PCIe SSD | Space Gray",New MacBook Pro 13-inch Core i5 23GHz with 8GB of RAM and 256GB PCIe SSD,1755.59,1668.0044,0,"1,02E+12"
18904,APP2374,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 16GB | 256GB SSD Silver",New MacBook Pro 13-inch Core i7 23 GHz with 16GB of RAM and 256GB PCIe SSD,1989.0,1870.0042,0,"1,02E+12"
18905,APP2375,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 256GB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 8GB of RAM and 256GB PCIe SSD,2109.0,1982.0042,0,"1,02E+12"
18906,APP2377,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 512GB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 16GB of RAM and 512GB PCIe SSD,2599.0,2443.0045,0,"1,02E+12"
18907,APP2378,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 16GB | 512GB SSD Silver",New MacBook Pro 13-inch Core i5 23GHz with 16GB of RAM and 512GB PCIe SSD,2239.0,2127.0045999999998,1,"1,02E+12"
18908,APP2379,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 512GB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 8GB of RAM and 512GB PCIe SSD,2359.0,2217.0044,0,"1,02E+12"
18909,APP2380,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 8GB | 512GB SSD Silver",New MacBook Pro 13-inch Core i7 23 GHz with 8GB of RAM and 512GB PCIe SSD,1999.0,1899.0042999999998,0,"1,02E+12"
18910,APP2381,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 1TB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 16GB of RAM and 1TB PCIe SSD,3099.0,2913.0047999999997,0,"1,02E+12"
18911,APP2382,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 16GB | 1TB SSD Silver",New MacBook Pro 13-inch Core i7 23GHz with 16GB of RAM and 1TB PCIe SSD,2739.0,2575.0045999999998,0,"1,02E+12"
18912,APP2383,"Apple Macbook Pro 13 ""Core i7 25GHz | 8GB | 1TB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 8GB of RAM and 1TB PCIe SSD,2859.0,2687.0046999999995,0,"1,02E+12"
18913,APP2384,"Apple Macbook Pro 13 ""Core i5 2.3GHz | 8GB | 1TB SSD Silver",New MacBook Pro 13-inch Core i7 23 GHz with 8GB of RAM and 1TB PCIe SSD,2499.0,2349.0045,0,"1,02E+12"
18914,APP2385,"Apple Macbook Pro 13 ""Core i7 25GHz | 16GB | 128GB SSD Silver",New MacBook Pro 13-inch Core i7 25GHz with 16GB of RAM and 128GB PCIe SSD,2099.0,1973.0042,0,"1,02E+12"
18915,MAT0004-A,Open - Matias Aluminum Keyboard Spanish,Reconditioned keyboard cable compatible with Mac features,69.99,44.5823,0,13855401
18916,APP2598,Apple 38mm Belt Loop Deportiva Náåácar,Durable and flexible strap sports lockable clip Apple Watch 38mm,59.0,56.9995,0,2449
18917,APP2597,Apple 38mm Sport Black Belt Loop,Durable and flexible strap sports lockable clip Apple Watch 42mm,59.0,56.9995,0,2449
18918,APP2613,Correa Apple Nike Sport 38mm Pure Platinum / Black,Nike belt shrunk for Apple Watch 38mm,59.0,56.9995,0,2449
18919,APP2620,Apple Correa Sport 42mm White Soft,Durable and flexible strap sports with clip closure Apple Watch 42 mm,59.0,56.9995,0,2449
18920,LMP0030,LMP-C Display Dock USB Hub 10 ports USB Ethernet HDMI 4K-C,Aluminum adapter with USB-C HDMI and DisplayPort DVI VGA 4K Gigabit Ethernet connection and two USB 3.0 ports for MacBook Pro 2016/2017,149.0,139.9897,1,12585395
18921,APP1563-A,Open - Apple Leather Case iPhone Case Midnight Blue,And microfiber leather case for iPhone Premium SE,45.0,37.4973,0,11865403
18922,LIF0114-A,Open - LifeProof nüüd Submersible iPhone Case 7 Blue,submersible and resistant to extreme conditions Reconditioned Case for iPhone 7,89.99,4.2729,1,11865403
18923,TUC0275-A,Open - Tucano SOTTILE UltraSlim Case iPhone 8 Plus / 7 Transparent Plus,Reconditioned transparent and flexible cover with 05mm thick for iPhone 8/7 Plus,9.9,6.5144,0,11865403
18924,APP2058-A,"Open - Apple MacBook Retina 12 ""Core m3 12GHz | 8GB RAM | 256GB SSD Space Gray",MacBook Retina display 12 inches Core m3 12GHz 8GB RAM 256GB SSD Space Gray,1505.59,1334.4306,1,"5,39E+11"
18925,SAT0042-A,Open - Satechi Lightning to USB Cable Flexible 15cm White,Reconditioned Cable durable and flexible Lightning 15 cm long for iPhone iPad and iPod,22.99,6.7522,0,1230
18926,BEL0302-A,Open - Belkin Audio Adapter (Lightning Charge + Jack Port) Rockstaråª,Refurbished Audio Adapter 35 mm + loaded with Lightning connection for iPad and iPhone,349.932,29.4604,0,14365395
18927,TWS0118-A,Open - Twelve South HiRise Duet,Support refitted with Lightning connector and charger for Apple iPhone Watch,129.99,82.1016,0,13615399
18928,APP2076-A,"Open - Apple MacBook Pro 13 ""Core i5 with Touch Bar 31Ghz | 8GB RAM | 256GB PCIe SSD Gray Space",MacBook Pro 13-inch Core i5 Touch Bar with 31 GHz 8GB RAM and 256GB SSD PCIe,2005.59,1762.5535,0,"1,02E+12"
18929,OWC0259-A,Open - OWC Aura Pro SSD 1TB X + Tools + Aura Envoy,Reconditioned expansion kit 1TB SSD Pro 2013 for Mac Final tools and housing Aura Envoy,846.99,645.5637,0,12215397
18930,JBL0092-A,Open - Bluetooth Speaker JBL GO Rosa,Reconditioned compact speaker and hands-free Bluetooth iPhone iPad and iPod.,29.99,21.3767,0,5398
18931,ELG0039-A,Open - Elgato avea Sphere Lamp,Reconditioned Bluetooth lamp multimode controlled lighting App for iPhone iPad and iPod Touch,99.95,88.1565,0,5404
18932,HGD0006-A,Open - Henge Docks Clique Mac keyboard support,Reconditioned basis to support the Apple Magic TrackPad and Wireless Keyboard Dock,29.0,22.098499999999998,0,1298
18933,OWC0151-A,Open - OWC Data Doubler Optical Bay Adapter Mac Mini (2010),Reconditioned tray substitution of superdrive by hard drive 25 inches.,72.99,20.2134,0,5395
18934,OTT0121-A,Open - OtterBox Strada Folio Leather Case iPhone 6 / 6S Plus Black,Reconditioned original leather cover with lid and compartment for iPhone 6 / 6S Plus,59.99,26.5308,0,11865403
18935,LAC0173-A,Open - 12TB LaCie 2big Thunderbolt 2,RAID box Reconditioned double disc 12TB and Thunderbolt 2 for Mac and PC,719.0,600.3097,0,11935397
18936,AKI0019-A,Open - Akitio TT3 Thunderbolt adapter Thunderbolt 2 3,reconditioned Thunderbolt 3 / USB-C Thunderbolt 2 MacBook Pro 13 inches 15 inches and 12 inches adapter MacBook,39.0,30.5685,0,1325
18937,OWC0210-A,Open - OWC Data Doubler Optical Bay Adapter Kit Installation + iMAC 2009 to 2011,Reconditioned replacement tray SuperDrive or SSD hard drive for iMac Early 2009 to Mid 2011,72.99,27.154899999999998,0,12755395
18938,SEA0096-A,"Open - Seagate Barracuda 2TB HDD 25 ""7mm",Internal Hard Drive 2TB refitted 7mm and 25 for Mac and PC,129.99,74.6743,0,12655397
18939,SAM0114-A,"Open - Samsung LS22F352FHU Monitor 22 ""FHD HDMI VGA",Monitor 22-inch Full HD VGA HDMI connection. 72% NTSC for Mac and PC,109.989,106.9895,0,1296
18940,OLL0017-A,Open - Active Olloclip iPhone Lens 8/7 and 8/7 Plus Black,Set of two lenses: wide angle and telephoto 2X for iPhone 8/7 and 8/7 Plus iPhone,149.99,103.47409999999999,0,11905404
18941,BOS0033-A,Open - Bose SoundTouch 10 Wi-Fi Bluetooth Speaker Black,Wireless music system compatible with iOS and OS X,229.0,188.6326,0,5398
18942,CRU0056-A,Open - Crucial MX500 1TB SSD 7mm,1TB SSD Hard Drive SATA III (6Gb / s) for Mac and PC,263.09,233.58450000000002,0,12215397
18943,WDT0400-A,Open - WD My Cloud Home 6TB USB 3.0,centralized storage for Mac and PC,290.0,229.3619,0,11935397
18944,GTE0095-A,Open - G-Technology G-DRIVE HDD 7200rpm 8TB Thunderbolt 3 and USB-C,Hard Disk Thunderbolt 8TB with 2 connections 3 and USB-C for Mac and PC,579.99,425.1017,0,11935397
18945,SYN0190,FS1018 Synology NAS server 12 bays Mac and PC,NAS 12 storage bays SSD with 8GB RAM,1593.57,1593.9898999999998,0,12175397
18946,GTE0127,G-Technology G-SPEED XL 32TB RAID Thunderbolt Shuttle 3,External Storage 32TB and Thunderbolt 3 Connection for Mac and PC,4084.99,3349.9939,0,11935397
18947,GTE0128,G-Technology G-SPEED XL 48TB RAID Thunderbolt Shuttle 3,External Storage 48TB and Thunderbolt 3 Connection for Mac and PC,5106.99,4199.994699999999,0,11935397
18948,GTE0129,G-Technology G-SPEED XL 64TB RAID Thunderbolt Shuttle 3,64TB external storage and Thunderbolt connection 3 for Mac and PC,6638.99,5399.9941,0,11935397
18949,GTE0130,G-Technology G-SPEED XL 80TB RAID Thunderbolt Shuttle 3,80TB external storage and Thunderbolt connection 3 for Mac and PC,8169.99,6699.9951,0,11935397
18950,GTE0131,G-Technology G-SPEED XL 96TB RAID Thunderbolt Shuttle 3,External Storage 96TB and Thunderbolt 3 Connection for Mac and PC,10212.99,829.9995,0,11935397
18951,GTE0132,G-Technology G-SPEED XL 24TB RAID Thunderbolt Shuttle 3 EV Series,24TB external storage and Thunderbolt connection 3 for Mac and PC,2859.99,2349.9942,0,11935397
18952,GTE0133,G-Technology G-SPEED XL 36TB RAID Thunderbolt Shuttle 3 EV Series,External Storage 36TB and Thunderbolt 3 Connection for Mac and PC,4084.99,332.99949999999995,0,11935397
18953,GTE0134,G-Technology G-SPEED XL 48TB RAID Thunderbolt Shuttle 3 EV Series,External Storage 48TB and Thunderbolt 3 Connection for Mac and PC,5106.99,4199.994699999999,0,11935397
18954,GTE0135,G-Technology G-SPEED XL 60TB RAID Thunderbolt Shuttle 3 EV Series,60TB external storage and Thunderbolt connection 3 for Mac and PC,6638.99,5439.9942,0,11935397
18955,GTE0136,G-Technology G-SPEED XL 72TB RAID Thunderbolt Shuttle 3 EV Series,72TB external storage and Thunderbolt connection 3 for Mac and PC,7836.99,6429.9945,0,11935397
18956,CAV0007,Cavus Play 1 Black Wall Support,Support for speaker Play 1 Sonos,29.0,0.35090000000000005,1,5398
18957,CAV0008,Cavus Support Wall Play 1 White,Support for speaker Play 1 Sonos,29.0,0.35090000000000005,1,5398
18958,OTT0203,Alpha Glass Glass Protector Otterbox iPhone SE / 5c / 5s / 5,Screen saver fortified anti-scratch glass for iPhone SE / 5c / 5s / 5,24.99,16.9896,1,13555403
18959,NET0010,Arlo Netgear Pro 2 Video Surveillance Security System 2 cameras,Video surveillance camera system with 130-degree vision and instant notifications for iPhone / iPad,619.99,619.9895,0,9094
18960,NET0011,Arlo Netgear Pro 2 Video Surveillance Security System 3 cameras,Video surveillance camera system with 130-degree vision and instant notifications for iPhone / iPad,849.99,849.9899,0,9094
18961,NET0012,Arlo Netgear Pro 2 Video Surveillance Security System 4 camera,Video surveillance camera system with 130-degree vision and instant notifications for iPhone / iPad,1049.99,1049.9896,0,9094
18962,CAV0009,Cavus Foot Support Sonos Play 1 Black,Floor stand for Speaker Sonos Play 1,59.0,0.7139,1,5398
18963,CAV0010,Cavus Foot Support Sonos Play 1 White,Floor stand for Speaker Sonos Play 1,59.0,0.7139,0,5398
18964,NET0013,Arlo Netgear Pro 2 Additional Security Camera,Additional camera for Arlo Pack Pro 2 vision 130 degrees and instant notifications for iPhone / iPad,2799.904,279.9904,0,9094
18965,NET0015,Netgear HD 1080p camera Arlo Baby,Interior surveillance camera with full HD resolution and night vision-compatible microphone and speaker HomeKit for iPhone iPad iPod Touch and Apple TV,2999.905,299.9905,0,9094
18966,NET0019,Arlo Netgear accessory kit 4 camera wall mounts Arlo Pro 2,Set of 4 magnetic wall brackets for Netgear Arlo Pro 2 cameras,249.901,24.9901,0,9094
18967,NET0020,Arlo accessory Netgear support for Netgear 360 Arlo Pro 2,Netgear support 360 degree camera Arlo Arlo Pro 2,19.99,0.1999,0,9094
18968,NET0021,Arlo Netgear accessory kit 3 black camera case Netgear Arlo Pro 2,Kit 3 silicone cases Arlo Pro 2 for both inner and outer impermeable and resistant to UV,29.99,29.9899,0,9094
18969,NET0017,Q Arlo Netgear IP camera for video surveillance,Interior surveillance camera with full HD resolution and night vision microphone and speaker for iPhone iPad and Mac,219.99,2.1499,0,9094
18970,WDT0408,WD Blue 250GB SATA SSD Nand 3D,SSD 250GB SATA 3 (6Gb / s) for Mac and PC,99.0,88.99430000000001,1,12215397
18971,WDT0409,WD Blue 500GB SATA SSD Nand 3D,SSD 500GB SATA 3 (6Gb / s) for Mac and PC,169.0,143.4939,1,12215397
18972,WDT0410,WD Blue 1TB SATA SSD Nand 3D,1TB SSD SATA 3 (6Gb / s) for Mac and PC,319.0,264.0039,1,12215397
18973,WDT0411,Blue WD 2TB SATA SSD Nand 3D,2TB SSD SATA 3 (6Gb / s) for Mac and PC,679.0,569.9935,0,12215397
18974,NET0018,Q Arlo Netgear Plus Ethernet Surveillance Camera,HD indoor surveillance camera with full resolution and Ethernet night vision microphone and speaker for iPhone iPad and Mac,239.99,2.2699000000000003,0,9094
18975,NET0022,Arlo Netgear support fitting with anchor Pro 2 cameras Netgear Arlo White,Wall mount and ceiling interior and exterior cameras Arlo Netgear Pro 2,14.99,0.1499,0,9094
18976,NET0023,Arlo Netgear accessory camera support with anchor Netgear Arlo Pro 2 Black,Wall mount and ceiling interior and exterior cameras Arlo Netgear Pro 2,14.99,14.8999,0,9094
18977,NET0024,Arlo accessory Netgear Netgear solar panel for Arlo Pro 2,Netgear arlo solar panel for outdoor and swivel-angle camera Netgear arlo Pro 2,119.99,119.9897,0,9094
18978,LAC0248,Lightning 2TB Lacie DJI Copilot USB-C,Professional external hard drive with USB-C Lightning and USB 3.0 for Mac and PC,419.99,40.999399999999994,0,11935397
18979,AP20402,Like new - Apple Watch 42mm Aluminum Case Series 2 Space Gray and Black Belt Sport,Refurbished Apple Watch 42 mm with GPS dual-core processor and retina display submersible 50mts,469.0,318.9996,0,24895185
18980,AP20403,Like new - Apple Watch 38mm Aluminum Case Series 2 Space Gray and Black Belt Sport,Refurbished Apple Watch 38 mm with GPS dual-core processor and retina display submersible 50mts,439.0,295.0004,0,24885185
18981,NET0030,Netgear Wifi Orbi System kit compact network router and satellite AC2200 200m,System RBK30 Mesh WiFi network kit compact and extensor router network covered 200 meters expandable.,279.99,269.9873,1,1334
18982,NET0025,Arlo Netgear Netgear accessory rechargeable battery for Arlo Pro 2,Rechargeable battery for Netgear Netgear Arlo Arlo Pro 2,79.99,79.98949999999999,0,9094
18983,AP20446,Like new - Apple Ipod Touch 16GB Silver,6th generation iPod Touch 16GB refitted with 8 megapixel camera.,229.0,17.2811,0,11821715
18984,AP20448,Like new - Apple iPod Touch 16GB Gold,6th generation iPod Touch 16GB refitted with 8 megapixel camera.,229.0,168.9995,0,11821715
18985,NET0026,Arlo Netgear accessory rechargeable battery charger for Netgear Arlo Pro 2,Netgear charging station for rechargeable batteries Arlo Arlo Arlo ideal for your Pro 2 cameras,6999.003,0.6999,0,9094
18986,AP20447,"Like new - Apple iMac 27 ""Core i5 3.8GHz Retina 5K | 8GB | 512GB SSD",Computer desktop reconditioned iMac 27 inch 5K Retina 8GB RAM 512GB SSD PCle,2839.0,2305.5945,0,"5,74E+15"
18987,NIE0013,Ninebot KickScooter ES2 by Segway electric scooter,KickScooter electric scooter with suspension LED lights and quick charge,599.0,538.9993,1,11905404
18988,NIE0009,Ninebot by Segway electric scooter Kick Scooter ES1,two-wheeled electric scooter with autonomous up to 25Km,499.0,448.99949999999995,0,11905404
18989,PAC2507,Keyboard Replacement numerical Wireless iMac,Keyboard replacement service at the time of purchase of an iMac,149.0,49.9899,1,13855401
18990,NET0027,Arlo Netgear kit camera 3 covers Arlo Pro 2,Set of 3 silicone cases for Arlo Pro 2 with 1 case and 2 green camouflage. Suitable for indoor or outdoor waterproof and UV,399.905,39.990500000000004,0,9094
18991,LAC0174-A,Open - LaCie Porsche Design Mobile Hard Drive 1TB USB-C and USB 3.0,External Hard Drive 1TB USB refitted-C and USB 3.0 connection for Mac and PC,104.99,68.1379,0,11935397
18992,SAM0124,Samsung EVO SSD 860 250 GB,Mac and PC SSD SATA III 25-inch 250GB V-NAND technology.,114.99,9.3994,0,12215397
18993,SAM0125,Samsung EVO SSD 860 500 GB,Mac and PC SSD SATA III 25-inch 500GB V-NAND technology.,205.99,160.9941,1,12215397
18994,SAM0126,Samsung SSD 860 EVO 1TB,Mac and PC SSD SATA III 25-inch 1TB V-NAND technology.,399.99,306.9939,1,12215397
18995,SAM0127,Samsung SSD 860 EVO 2TB,Mac and PC SSD SATA III 25-inch 2TB V-NAND technology.,786.99,749.9047999999999,0,12215397
18996,SAM0128,Samsung SSD 860 EVO 4TB,Mac and PC SSD SATA III 25 inches 4TB V-NAND technology.,1699.99,1599.0041,0,12215397
